Test Name,Realm,Group By,Statistic,Data Set Type,Aggregation Unit,MyISAM Total Time,MyISAM Start Transfer Time,InnoDB Total Time,InnoDB Start Transfer Time
Jobs/nsfdirectorate/utilization/timeseries-Month-pi,Jobs,nsfdirectorate,utilization,timeseries,Month,0.0067%,0.0067%,0.0093%,0.0093%
Jobs/nsfdirectorate/utilization/timeseries-Month-public,Jobs,nsfdirectorate,utilization,timeseries,Month,0.0063%,0.0063%,0.0095%,0.0095%
Jobs/nsfdirectorate/utilization/timeseries-Month-usr,Jobs,nsfdirectorate,utilization,timeseries,Month,0.0066%,0.0066%,0.0098%,0.0098%
Jobs/nsfdirectorate/utilization/timeseries-Quarter-cd,Jobs,nsfdirectorate,utilization,timeseries,Quarter,0.012%,0.012%,0.0121%,0.0121%
Jobs/nsfdirectorate/utilization/timeseries-Quarter-cs,Jobs,nsfdirectorate,utilization,timeseries,Quarter,0.0122%,0.0123%,0.0119%,0.0119%
Jobs/nsfdirectorate/utilization/timeseries-Quarter-pi,Jobs,nsfdirectorate,utilization,timeseries,Quarter,0.0122%,0.0122%,0.0124%,0.0124%
Jobs/nsfdirectorate/utilization/timeseries-Quarter-public,Jobs,nsfdirectorate,utilization,timeseries,Quarter,0.0122%,0.0122%,0.0125%,0.0125%
Jobs/nsfdirectorate/utilization/timeseries-Quarter-usr,Jobs,nsfdirectorate,utilization,timeseries,Quarter,0.0123%,0.0123%,0.0124%,0.0124%
Jobs/nsfdirectorate/utilization/timeseries-Year-cd,Jobs,nsfdirectorate,utilization,timeseries,Year,0.0297%,0.0298%,0.0227%,0.0227%
Jobs/nsfdirectorate/utilization/timeseries-Year-cs,Jobs,nsfdirectorate,utilization,timeseries,Year,0.031%,0.0311%,0.0242%,0.0242%
Jobs/nsfdirectorate/utilization/timeseries-Year-pi,Jobs,nsfdirectorate,utilization,timeseries,Year,0.0307%,0.0308%,0.0245%,0.0246%
Jobs/nsfdirectorate/utilization/timeseries-Year-public,Jobs,nsfdirectorate,utilization,timeseries,Year,0.0303%,0.0303%,0.0237%,0.0238%
Jobs/nsfdirectorate/utilization/timeseries-Year-usr,Jobs,nsfdirectorate,utilization,timeseries,Year,0.0298%,0.0299%,0.025%,0.0251%
Jobs/parentscience/active_person_count/aggregate-Day-cd,Jobs,parentscience,active_person_count,aggregate,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/parentscience/active_person_count/aggregate-Day-cs,Jobs,parentscience,active_person_count,aggregate,Day,0.0017%,0.0017%,0.0016%,0.0016%
Jobs/parentscience/active_person_count/aggregate-Day-pi,Jobs,parentscience,active_person_count,aggregate,Day,0.0018%,0.0018%,0.0018%,0.0018%
Jobs/parentscience/active_person_count/aggregate-Day-public,Jobs,parentscience,active_person_count,aggregate,Day,0.0017%,0.0017%,0.0016%,0.0016%
Jobs/parentscience/active_person_count/aggregate-Day-usr,Jobs,parentscience,active_person_count,aggregate,Day,0.0018%,0.0018%,0.0018%,0.0018%
Jobs/parentscience/active_person_count/aggregate-Month-cd,Jobs,parentscience,active_person_count,aggregate,Month,0.0023%,0.0023%,0.002%,0.002%
Jobs/parentscience/active_person_count/aggregate-Month-cs,Jobs,parentscience,active_person_count,aggregate,Month,0.0022%,0.0022%,0.0018%,0.0018%
Jobs/parentscience/active_person_count/aggregate-Month-pi,Jobs,parentscience,active_person_count,aggregate,Month,0.0023%,0.0023%,0.0021%,0.0021%
Jobs/parentscience/active_person_count/aggregate-Month-public,Jobs,parentscience,active_person_count,aggregate,Month,0.0022%,0.0022%,0.0019%,0.0019%
Jobs/parentscience/active_person_count/aggregate-Month-usr,Jobs,parentscience,active_person_count,aggregate,Month,0.0023%,0.0023%,0.002%,0.002%
Jobs/parentscience/active_person_count/aggregate-Quarter-cd,Jobs,parentscience,active_person_count,aggregate,Quarter,0.0044%,0.0044%,0.0031%,0.0031%
Jobs/parentscience/active_person_count/aggregate-Quarter-cs,Jobs,parentscience,active_person_count,aggregate,Quarter,0.0044%,0.0044%,0.003%,0.003%
Jobs/parentscience/active_person_count/aggregate-Quarter-pi,Jobs,parentscience,active_person_count,aggregate,Quarter,0.0043%,0.0043%,0.0027%,0.0027%
Jobs/parentscience/active_person_count/aggregate-Quarter-public,Jobs,parentscience,active_person_count,aggregate,Quarter,0.0043%,0.0043%,0.0031%,0.0031%
Jobs/parentscience/active_person_count/aggregate-Quarter-usr,Jobs,parentscience,active_person_count,aggregate,Quarter,0.0045%,0.0045%,0.0027%,0.0027%
Jobs/parentscience/active_person_count/aggregate-Year-cd,Jobs,parentscience,active_person_count,aggregate,Year,0.0121%,0.0121%,0.0084%,0.0084%
Jobs/parentscience/active_person_count/aggregate-Year-cs,Jobs,parentscience,active_person_count,aggregate,Year,0.0122%,0.0123%,0.007%,0.007%
Jobs/parentscience/active_person_count/aggregate-Year-pi,Jobs,parentscience,active_person_count,aggregate,Year,0.0119%,0.0119%,0.0064%,0.0064%
Jobs/parentscience/active_person_count/aggregate-Year-public,Jobs,parentscience,active_person_count,aggregate,Year,0.0122%,0.0122%,0.0076%,0.0076%
Jobs/parentscience/active_person_count/aggregate-Year-usr,Jobs,parentscience,active_person_count,aggregate,Year,0.0124%,0.0124%,0.0067%,0.0067%
Jobs/parentscience/active_person_count/timeseries-Day-cd,Jobs,parentscience,active_person_count,timeseries,Day,0.0017%,0.0017%,0.0018%,0.0018%
Jobs/parentscience/active_person_count/timeseries-Day-cs,Jobs,parentscience,active_person_count,timeseries,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/parentscience/active_person_count/timeseries-Day-pi,Jobs,parentscience,active_person_count,timeseries,Day,0.0017%,0.0017%,0.0018%,0.0018%
Jobs/parentscience/active_person_count/timeseries-Day-public,Jobs,parentscience,active_person_count,timeseries,Day,0.0018%,0.0018%,0.0018%,0.0018%
Jobs/parentscience/active_person_count/timeseries-Day-usr,Jobs,parentscience,active_person_count,timeseries,Day,0.0018%,0.0018%,0.0019%,0.0019%
Jobs/parentscience/active_person_count/timeseries-Month-cd,Jobs,parentscience,active_person_count,timeseries,Month,0.0025%,0.0025%,0.0021%,0.0021%
Jobs/parentscience/active_person_count/timeseries-Month-cs,Jobs,parentscience,active_person_count,timeseries,Month,0.0024%,0.0024%,0.0021%,0.0021%
Jobs/parentscience/active_person_count/timeseries-Month-pi,Jobs,parentscience,active_person_count,timeseries,Month,0.0025%,0.0025%,0.0022%,0.0022%
Jobs/parentscience/active_person_count/timeseries-Month-public,Jobs,parentscience,active_person_count,timeseries,Month,0.0024%,0.0024%,0.0021%,0.0021%
Jobs/parentscience/active_person_count/timeseries-Month-usr,Jobs,parentscience,active_person_count,timeseries,Month,0.0026%,0.0026%,0.0022%,0.0022%
Jobs/parentscience/active_person_count/timeseries-Quarter-cd,Jobs,parentscience,active_person_count,timeseries,Quarter,0.0054%,0.0054%,0.0042%,0.0042%
Jobs/parentscience/active_person_count/timeseries-Quarter-cs,Jobs,parentscience,active_person_count,timeseries,Quarter,0.0053%,0.0053%,0.0041%,0.0041%
Jobs/parentscience/active_person_count/timeseries-Quarter-pi,Jobs,parentscience,active_person_count,timeseries,Quarter,0.0055%,0.0055%,0.0042%,0.0042%
Jobs/parentscience/active_person_count/timeseries-Quarter-public,Jobs,parentscience,active_person_count,timeseries,Quarter,0.005%,0.005%,0.0038%,0.0038%
Jobs/parentscience/active_person_count/timeseries-Quarter-usr,Jobs,parentscience,active_person_count,timeseries,Quarter,0.0053%,0.0053%,0.0043%,0.0043%
Jobs/parentscience/active_person_count/timeseries-Year-cd,Jobs,parentscience,active_person_count,timeseries,Year,0.0129%,0.0129%,0.0083%,0.0083%
Jobs/parentscience/active_person_count/timeseries-Year-cs,Jobs,parentscience,active_person_count,timeseries,Year,0.0134%,0.0134%,0.0066%,0.0067%
Jobs/parentscience/active_person_count/timeseries-Year-pi,Jobs,parentscience,active_person_count,timeseries,Year,0.0131%,0.0132%,0.0084%,0.0084%
Jobs/parentscience/active_person_count/timeseries-Year-public,Jobs,parentscience,active_person_count,timeseries,Year,0.0129%,0.0129%,0.0072%,0.0072%
Jobs/parentscience/active_person_count/timeseries-Year-usr,Jobs,parentscience,active_person_count,timeseries,Year,0.013%,0.013%,0.0074%,0.0074%
Jobs/parentscience/active_pi_count/aggregate-Day-cd,Jobs,parentscience,active_pi_count,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/parentscience/active_pi_count/aggregate-Day-cs,Jobs,parentscience,active_pi_count,aggregate,Day,0.0015%,0.0015%,0.0015%,0.0015%
Jobs/parentscience/active_pi_count/aggregate-Day-pi,Jobs,parentscience,active_pi_count,aggregate,Day,0.0016%,0.0016%,0.0017%,0.0017%
Jobs/parentscience/active_pi_count/aggregate-Day-public,Jobs,parentscience,active_pi_count,aggregate,Day,0.0016%,0.0016%,0.0015%,0.0015%
Jobs/parentscience/active_pi_count/aggregate-Day-usr,Jobs,parentscience,active_pi_count,aggregate,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/parentscience/active_pi_count/aggregate-Month-cd,Jobs,parentscience,active_pi_count,aggregate,Month,0.0023%,0.0023%,0.0019%,0.0019%
Jobs/parentscience/active_pi_count/aggregate-Month-cs,Jobs,parentscience,active_pi_count,aggregate,Month,0.0022%,0.0022%,0.0018%,0.0018%
Jobs/parentscience/active_pi_count/aggregate-Month-pi,Jobs,parentscience,active_pi_count,aggregate,Month,0.0022%,0.0022%,0.0019%,0.0019%
Jobs/parentscience/active_pi_count/aggregate-Month-public,Jobs,parentscience,active_pi_count,aggregate,Month,0.0023%,0.0023%,0.0018%,0.0018%
Jobs/parentscience/active_pi_count/aggregate-Month-usr,Jobs,parentscience,active_pi_count,aggregate,Month,0.0024%,0.0024%,0.002%,0.002%
Jobs/parentscience/active_pi_count/aggregate-Quarter-cd,Jobs,parentscience,active_pi_count,aggregate,Quarter,0.0043%,0.0043%,0.0031%,0.0031%
Jobs/parentscience/active_pi_count/aggregate-Quarter-cs,Jobs,parentscience,active_pi_count,aggregate,Quarter,0.0042%,0.0042%,0.0031%,0.0031%
Jobs/parentscience/active_pi_count/aggregate-Quarter-pi,Jobs,parentscience,active_pi_count,aggregate,Quarter,0.0043%,0.0043%,0.0033%,0.0033%
Jobs/parentscience/active_pi_count/aggregate-Quarter-public,Jobs,parentscience,active_pi_count,aggregate,Quarter,0.0042%,0.0042%,0.0026%,0.0026%
Jobs/parentscience/active_pi_count/aggregate-Quarter-usr,Jobs,parentscience,active_pi_count,aggregate,Quarter,0.0045%,0.0045%,0.0033%,0.0033%
Jobs/parentscience/active_pi_count/aggregate-Year-cd,Jobs,parentscience,active_pi_count,aggregate,Year,0.0121%,0.0121%,0.0072%,0.0072%
Jobs/parentscience/active_pi_count/aggregate-Year-cs,Jobs,parentscience,active_pi_count,aggregate,Year,0.0118%,0.0118%,0.0071%,0.0071%
Jobs/parentscience/active_pi_count/aggregate-Year-pi,Jobs,parentscience,active_pi_count,aggregate,Year,0.0118%,0.0118%,0.006%,0.006%
Jobs/parentscience/active_pi_count/aggregate-Year-public,Jobs,parentscience,active_pi_count,aggregate,Year,0.012%,0.012%,0.0075%,0.0075%
Jobs/parentscience/active_pi_count/aggregate-Year-usr,Jobs,parentscience,active_pi_count,aggregate,Year,0.0119%,0.0119%,0.0074%,0.0074%
Jobs/parentscience/active_pi_count/timeseries-Day-cd,Jobs,parentscience,active_pi_count,timeseries,Day,0.0017%,0.0017%,0.0019%,0.0019%
Jobs/parentscience/active_pi_count/timeseries-Day-cs,Jobs,parentscience,active_pi_count,timeseries,Day,0.0017%,0.0017%,0.0016%,0.0016%
Jobs/parentscience/active_pi_count/timeseries-Day-pi,Jobs,parentscience,active_pi_count,timeseries,Day,0.0018%,0.0018%,0.0019%,0.0019%
Jobs/parentscience/active_pi_count/timeseries-Day-public,Jobs,parentscience,active_pi_count,timeseries,Day,0.0018%,0.0018%,0.0018%,0.0018%
Jobs/parentscience/active_pi_count/timeseries-Day-usr,Jobs,parentscience,active_pi_count,timeseries,Day,0.0019%,0.0019%,0.0019%,0.0019%
Jobs/parentscience/active_pi_count/timeseries-Month-cd,Jobs,parentscience,active_pi_count,timeseries,Month,0.0025%,0.0025%,0.0021%,0.0021%
Jobs/parentscience/active_pi_count/timeseries-Month-cs,Jobs,parentscience,active_pi_count,timeseries,Month,0.0024%,0.0024%,0.002%,0.002%
Jobs/parentscience/active_pi_count/timeseries-Month-pi,Jobs,parentscience,active_pi_count,timeseries,Month,0.0026%,0.0026%,0.0025%,0.0025%
Jobs/parentscience/active_pi_count/timeseries-Month-public,Jobs,parentscience,active_pi_count,timeseries,Month,0.0025%,0.0025%,0.0021%,0.0021%
Jobs/parentscience/active_pi_count/timeseries-Month-usr,Jobs,parentscience,active_pi_count,timeseries,Month,0.0026%,0.0026%,0.0025%,0.0025%
Jobs/parentscience/active_pi_count/timeseries-Quarter-cd,Jobs,parentscience,active_pi_count,timeseries,Quarter,0.0052%,0.0052%,0.0042%,0.0042%
Jobs/parentscience/active_pi_count/timeseries-Quarter-cs,Jobs,parentscience,active_pi_count,timeseries,Quarter,0.0052%,0.0053%,0.004%,0.004%
Jobs/parentscience/active_pi_count/timeseries-Quarter-pi,Jobs,parentscience,active_pi_count,timeseries,Quarter,0.0054%,0.0054%,0.0041%,0.0041%
Jobs/parentscience/active_pi_count/timeseries-Quarter-public,Jobs,parentscience,active_pi_count,timeseries,Quarter,0.0052%,0.0052%,0.0037%,0.0037%
Jobs/parentscience/active_pi_count/timeseries-Quarter-usr,Jobs,parentscience,active_pi_count,timeseries,Quarter,0.0052%,0.0052%,0.0044%,0.0045%
Jobs/parentscience/active_pi_count/timeseries-Year-cd,Jobs,parentscience,active_pi_count,timeseries,Year,0.0129%,0.0129%,0.0077%,0.0077%
Jobs/parentscience/active_pi_count/timeseries-Year-cs,Jobs,parentscience,active_pi_count,timeseries,Year,0.0132%,0.0132%,0.0082%,0.0083%
Jobs/parentscience/active_pi_count/timeseries-Year-pi,Jobs,parentscience,active_pi_count,timeseries,Year,0.0133%,0.0133%,0.0083%,0.0083%
Jobs/parentscience/active_pi_count/timeseries-Year-public,Jobs,parentscience,active_pi_count,timeseries,Year,0.0131%,0.0132%,0.0085%,0.0086%
Jobs/parentscience/active_pi_count/timeseries-Year-usr,Jobs,parentscience,active_pi_count,timeseries,Year,0.0127%,0.0128%,0.0084%,0.0084%
Jobs/parentscience/active_resource_count/aggregate-Day-cd,Jobs,parentscience,active_resource_count,aggregate,Day,0.0015%,0.0015%,0.0016%,0.0016%
Jobs/parentscience/active_resource_count/aggregate-Day-cs,Jobs,parentscience,active_resource_count,aggregate,Day,0.0016%,0.0016%,0.0015%,0.0015%
Jobs/parentscience/active_resource_count/aggregate-Day-pi,Jobs,parentscience,active_resource_count,aggregate,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/parentscience/active_resource_count/aggregate-Day-public,Jobs,parentscience,active_resource_count,aggregate,Day,0.0016%,0.0016%,0.0016%,0.0016%
Jobs/parentscience/active_resource_count/aggregate-Day-usr,Jobs,parentscience,active_resource_count,aggregate,Day,0.0016%,0.0016%,0.0017%,0.0017%
Jobs/parentscience/active_resource_count/aggregate-Month-cd,Jobs,parentscience,active_resource_count,aggregate,Month,0.0022%,0.0022%,0.0018%,0.0018%
Jobs/parentscience/active_resource_count/aggregate-Month-cs,Jobs,parentscience,active_resource_count,aggregate,Month,0.0022%,0.0022%,0.0019%,0.0019%
Jobs/parentscience/active_resource_count/aggregate-Month-pi,Jobs,parentscience,active_resource_count,aggregate,Month,0.0024%,0.0024%,0.002%,0.002%
Jobs/parentscience/active_resource_count/aggregate-Month-public,Jobs,parentscience,active_resource_count,aggregate,Month,0.0023%,0.0023%,0.0019%,0.0019%
Jobs/parentscience/active_resource_count/aggregate-Month-usr,Jobs,parentscience,active_resource_count,aggregate,Month,0.0023%,0.0023%,0.002%,0.002%
Jobs/parentscience/active_resource_count/aggregate-Quarter-cd,Jobs,parentscience,active_resource_count,aggregate,Quarter,0.0042%,0.0042%,0.003%,0.003%
Jobs/parentscience/active_resource_count/aggregate-Quarter-cs,Jobs,parentscience,active_resource_count,aggregate,Quarter,0.0044%,0.0044%,0.0032%,0.0032%
Jobs/parentscience/active_resource_count/aggregate-Quarter-pi,Jobs,parentscience,active_resource_count,aggregate,Quarter,0.0044%,0.0044%,0.0031%,0.0031%
Jobs/parentscience/active_resource_count/aggregate-Quarter-public,Jobs,parentscience,active_resource_count,aggregate,Quarter,0.0043%,0.0043%,0.0028%,0.0028%
Jobs/parentscience/active_resource_count/aggregate-Quarter-usr,Jobs,parentscience,active_resource_count,aggregate,Quarter,0.0043%,0.0043%,0.0033%,0.0033%
Jobs/parentscience/active_resource_count/aggregate-Year-cd,Jobs,parentscience,active_resource_count,aggregate,Year,0.0118%,0.0118%,0.0074%,0.0074%
Jobs/parentscience/active_resource_count/aggregate-Year-cs,Jobs,parentscience,active_resource_count,aggregate,Year,0.012%,0.012%,0.0056%,0.0057%
Jobs/parentscience/active_resource_count/aggregate-Year-pi,Jobs,parentscience,active_resource_count,aggregate,Year,0.0117%,0.0117%,0.0069%,0.0069%
Jobs/parentscience/active_resource_count/aggregate-Year-public,Jobs,parentscience,active_resource_count,aggregate,Year,0.012%,0.0121%,0.0061%,0.0061%
Jobs/parentscience/active_resource_count/aggregate-Year-usr,Jobs,parentscience,active_resource_count,aggregate,Year,0.0117%,0.0117%,0.0072%,0.0072%
Jobs/parentscience/active_resource_count/timeseries-Day-cd,Jobs,parentscience,active_resource_count,timeseries,Day,0.0018%,0.0018%,0.0018%,0.0018%
Jobs/parentscience/active_resource_count/timeseries-Day-cs,Jobs,parentscience,active_resource_count,timeseries,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/parentscience/active_resource_count/timeseries-Day-pi,Jobs,parentscience,active_resource_count,timeseries,Day,0.0018%,0.0018%,0.0019%,0.0019%
Jobs/parentscience/active_resource_count/timeseries-Day-public,Jobs,parentscience,active_resource_count,timeseries,Day,0.0018%,0.0018%,0.0017%,0.0017%
Jobs/parentscience/active_resource_count/timeseries-Day-usr,Jobs,parentscience,active_resource_count,timeseries,Day,0.0018%,0.0018%,0.0018%,0.0018%
Jobs/parentscience/active_resource_count/timeseries-Month-cd,Jobs,parentscience,active_resource_count,timeseries,Month,0.0027%,0.0027%,0.0024%,0.0024%
Jobs/parentscience/active_resource_count/timeseries-Month-cs,Jobs,parentscience,active_resource_count,timeseries,Month,0.0024%,0.0024%,0.0021%,0.0021%
Jobs/parentscience/active_resource_count/timeseries-Month-pi,Jobs,parentscience,active_resource_count,timeseries,Month,0.0025%,0.0025%,0.0026%,0.0026%
Jobs/parentscience/active_resource_count/timeseries-Month-public,Jobs,parentscience,active_resource_count,timeseries,Month,0.0025%,0.0025%,0.0021%,0.0021%
Jobs/parentscience/active_resource_count/timeseries-Month-usr,Jobs,parentscience,active_resource_count,timeseries,Month,0.0025%,0.0025%,0.0026%,0.0026%
Jobs/parentscience/active_resource_count/timeseries-Quarter-cd,Jobs,parentscience,active_resource_count,timeseries,Quarter,0.0051%,0.0051%,0.004%,0.004%
Jobs/parentscience/active_resource_count/timeseries-Quarter-cs,Jobs,parentscience,active_resource_count,timeseries,Quarter,0.0055%,0.0055%,0.0039%,0.0039%
Jobs/parentscience/active_resource_count/timeseries-Quarter-pi,Jobs,parentscience,active_resource_count,timeseries,Quarter,0.0055%,0.0055%,0.0038%,0.0038%
Jobs/parentscience/active_resource_count/timeseries-Quarter-public,Jobs,parentscience,active_resource_count,timeseries,Quarter,0.0052%,0.0052%,0.0035%,0.0035%
Jobs/parentscience/active_resource_count/timeseries-Quarter-usr,Jobs,parentscience,active_resource_count,timeseries,Quarter,0.0053%,0.0053%,0.004%,0.004%
Jobs/parentscience/active_resource_count/timeseries-Year-cd,Jobs,parentscience,active_resource_count,timeseries,Year,0.0135%,0.0135%,0.0081%,0.0081%
Jobs/parentscience/active_resource_count/timeseries-Year-cs,Jobs,parentscience,active_resource_count,timeseries,Year,0.0133%,0.0133%,0.007%,0.007%
Jobs/parentscience/active_resource_count/timeseries-Year-pi,Jobs,parentscience,active_resource_count,timeseries,Year,0.0132%,0.0132%,0.0088%,0.0088%
Jobs/parentscience/active_resource_count/timeseries-Year-public,Jobs,parentscience,active_resource_count,timeseries,Year,0.0132%,0.0132%,0.007%,0.007%
Jobs/parentscience/active_resource_count/timeseries-Year-usr,Jobs,parentscience,active_resource_count,timeseries,Year,0.0126%,0.0126%,0.0082%,0.0082%
Jobs/parentscience/avg_cpu_hours/aggregate-Day-cd,Jobs,parentscience,avg_cpu_hours,aggregate,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/parentscience/avg_cpu_hours/aggregate-Day-cs,Jobs,parentscience,avg_cpu_hours,aggregate,Day,0.0017%,0.0017%,0.0017%,0.0017%
Jobs/parentscience/avg_cpu_hours/aggregate-Day-pi,Jobs,parentscience,avg_cpu_hours,aggregate,Day,0.0018%,0.0018%,0.0018%,0.0018%
Jobs/parentscience/avg_cpu_hours/aggregate-Day-public,Jobs,parentscience,avg_cpu_hours,aggregate,Day,0.0018%,0.0018%,0.0016%,0.0016%
Jobs/parentscience/avg_cpu_hours/aggregate-Day-usr,Jobs,parentscience,avg_cpu_hours,aggregate,Day,0.0018%,0.0018%,0.0019%,0.0019%
Jobs/parentscience/avg_cpu_hours/aggregate-Month-cd,Jobs,parentscience,avg_cpu_hours,aggregate,Month,0.0026%,0.0026%,0.0021%,0.0021%
Jobs/parentscience/avg_cpu_hours/aggregate-Month-cs,Jobs,parentscience,avg_cpu_hours,aggregate,Month,0.0026%,0.0026%,0.0021%,0.0022%
Jobs/parentscience/avg_cpu_hours/aggregate-Month-pi,Jobs,parentscience,avg_cpu_hours,aggregate,Month,0.0027%,0.0027%,0.0023%,0.0023%
Jobs/parentscience/avg_cpu_hours/aggregate-Month-public,Jobs,parentscience,avg_cpu_hours,aggregate,Month,0.0027%,0.0027%,0.002%,0.002%
Jobs/parentscience/avg_cpu_hours/aggregate-Month-usr,Jobs,parentscience,avg_cpu_hours,aggregate,Month,0.0028%,0.0028%,0.0022%,0.0023%
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-cd,Jobs,parentscience,avg_cpu_hours,aggregate,Quarter,0.0052%,0.0052%,0.0032%,0.0032%
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-cs,Jobs,parentscience,avg_cpu_hours,aggregate,Quarter,0.0049%,0.005%,0.0032%,0.0032%
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-pi,Jobs,parentscience,avg_cpu_hours,aggregate,Quarter,0.0053%,0.0053%,0.0035%,0.0035%
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-public,Jobs,parentscience,avg_cpu_hours,aggregate,Quarter,0.0052%,0.0052%,0.0031%,0.0031%
Jobs/parentscience/avg_cpu_hours/aggregate-Quarter-usr,Jobs,parentscience,avg_cpu_hours,aggregate,Quarter,0.0053%,0.0054%,0.0033%,0.0033%
Jobs/parentscience/avg_cpu_hours/aggregate-Year-cd,Jobs,parentscience,avg_cpu_hours,aggregate,Year,0.0145%,0.0145%,0.0069%,0.0069%
Jobs/parentscience/avg_cpu_hours/aggregate-Year-cs,Jobs,parentscience,avg_cpu_hours,aggregate,Year,0.0143%,0.0143%,0.0069%,0.0069%
Jobs/parentscience/avg_cpu_hours/aggregate-Year-pi,Jobs,parentscience,avg_cpu_hours,aggregate,Year,0.0145%,0.0145%,0.0072%,0.0073%
Jobs/parentscience/avg_cpu_hours/aggregate-Year-public,Jobs,parentscience,avg_cpu_hours,aggregate,Year,0.0149%,0.0149%,0.0068%,0.0068%
